"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.facebook.fresco.animation.bitmap.cache","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\fresco\animation\bitmap\cache\FrescoFrameCache.java","3","215","Avoid unused private methods such as 'getBitmapSizeBytes(CloseableImage)'.","Best Practices","UnusedPrivateMethod"
"1","com.facebook.fresco.animation.factory","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\fresco\animation\factory\DefaultBitmapAnimationDrawableFactory.java","3","83","This final field could be made static","Design","FinalFieldCouldBeStatic"
"2","com.facebook.fresco.animation.factory","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\fresco\animation\factory\DefaultBitmapAnimationDrawableFactory.java","4","121","Useless parentheses.","Code Style","UselessParentheses"
"3","com.facebook.fresco.animation.factory","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\fresco\animation\factory\DefaultBitmapAnimationDrawableFactory.java","4","138","Useless parentheses.","Code Style","UselessParentheses"
"1","com.facebook.imagepipeline.animated.base","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\base\AnimatedDrawableOptions.java","4","19","Unnecessary qualifier 'AnimatedDrawableOptions': 'newBuilder' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.facebook.imagepipeline.animated.factory","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\factory\AnimatedImageFactory.java","1","28","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"2","com.facebook.imagepipeline.animated.factory","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\factory\AnimatedImageFactory.java","1","41","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.facebook.imagepipeline.animated.factory","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\factory\AnimatedImageFactoryImpl.java","3","49","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"1","com.facebook.imagepipeline.animated.impl","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\impl\AnimatedDrawableBackendImpl.java","4","347","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"1","com.facebook.imagepipeline.animated.impl","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\impl\AnimatedFrameCache.java","3","87","Avoid using implementation types like 'LinkedHashSet'; use the interface instead","Best Practices","LooseCoupling"
"1","com.facebook.imagepipeline.animated.impl","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\impl\AnimatedImageCompositor.java","3","248","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"2","com.facebook.imagepipeline.animated.impl","C:\MetricsTest\fresco-main\animated-base\src\main\java\com\facebook\imagepipeline\animated\impl\AnimatedImageCompositor.java","3","251","This statement should have braces","Code Style","ControlStatementBraces"
"1","com.facebook.fresco.animation.bitmap.cache","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\fresco\animation\bitmap\cache\FrescoFrameCacheTest.java","1","69","The JUnit 4 test method name 'testExtractAndClose_whenBitmapRecycled_thenReturnReference' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"2","com.facebook.fresco.animation.bitmap.cache","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\fresco\animation\bitmap\cache\FrescoFrameCacheTest.java","1","84","The JUnit 4 test method name 'testExtractAndClose_whenBitmapReferenceInvalid_thenReturnReference' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"3","com.facebook.fresco.animation.bitmap.cache","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\fresco\animation\bitmap\cache\FrescoFrameCacheTest.java","1","101","The JUnit 4 test method name 'testExtractAndClose_whenCloseableStaticBitmapClosed_thenReturnNull' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","com.facebook.fresco.animation.bitmap.cache","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\fresco\animation\bitmap\cache\FrescoFrameCacheTest.java","1","115","The JUnit 4 test method name 'testExtractAndClose_whenImageReferenceInvalid_thenReturnNull' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"5","com.facebook.fresco.animation.bitmap.cache","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\fresco\animation\bitmap\cache\FrescoFrameCacheTest.java","1","127","The JUnit 4 test method name 'testExtractAndClose_whenInputNull_thenReturnNull' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"6","com.facebook.fresco.animation.bitmap.cache","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\fresco\animation\bitmap\cache\FrescoFrameCacheTest.java","1","136","The JUnit 4 test method name 'testExtractAndClose_whenCloseableStaticBitmapNull_thenReturnNull' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.facebook.fresco.animation.bitmap.wrapper","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\fresco\animation\bitmap\wrapper\AnimatedDrawableBackendFrameRendererTest.java","3","36","Perhaps 'mBitmapFrameCache' could be replaced by a local variable.","Design","SingularField"
"1","com.facebook.imagepipeline.animated.impl","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\animated\impl\AnimatedFrameCacheTest.java","3","46","Perhaps 'mCacheKey' could be replaced by a local variable.","Design","SingularField"
"2","com.facebook.imagepipeline.animated.impl","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\animated\impl\AnimatedFrameCacheTest.java","3","110","Avoid unused local variables such as 'ret'.","Best Practices","UnusedLocalVariable"
"1","com.facebook.imagepipeline.animated.testing","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\animated\testing\TestAnimatedDrawableBackend.java","4","41","Useless parentheses.","Code Style","UselessParentheses"
"1","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","4","34","Unused import 'org.junit.*'","Code Style","UnnecessaryImport"
"2","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","4","35","Unused import 'org.junit.runner.*'","Code Style","UnnecessaryImport"
"3","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","4","36","Unused import 'org.mockito.*'","Code Style","UnnecessaryImport"
"4","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","4","37","Unused import 'org.mockito.invocation.*'","Code Style","UnnecessaryImport"
"5","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","4","38","Unused import 'org.mockito.stubbing.*'","Code Style","UnnecessaryImport"
"6","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","4","39","Unused import 'org.robolectric.*'","Code Style","UnnecessaryImport"
"7","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","4","40","Unused import 'org.robolectric.annotation.*'","Code Style","UnnecessaryImport"
"8","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","3","64","Perhaps 'mSourceCloseableStaticBitmap' could be replaced by a local variable.","Design","SingularField"
"9","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","3","112","Avoid unused local variables such as 'repeatedPostprocessorRunner'.","Best Practices","UnusedLocalVariable"
"10","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","3","164","Avoid unused private methods such as 'performNewResult(RepeatedPostprocessorConsumer, boolean)'.","Best Practices","UnusedPrivateMethod"
"11","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","3","182","Avoid unused private methods such as 'performUpdateDuringTheNextPostprocessing(RepeatedPostprocessorRunner)'.","Best Practices","UnusedPrivateMethod"
"12","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","3","200","Avoid unused private methods such as 'performFailure(RepeatedPostprocessorRunner)'.","Best Practices","UnusedPrivateMethod"
"13","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","3","214","Avoid unused private methods such as 'performCancelAfterFinished()'.","Best Practices","UnusedPrivateMethod"
"14","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedRepeatedPostprocessorProducerTest.java","3","224","Avoid unused private methods such as 'verifyNewResultProcessed(int)'.","Best Practices","UnusedPrivateMethod"
"1","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","4","29","Unused import 'org.junit.*'","Code Style","UnnecessaryImport"
"2","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","4","30","Unused import 'org.junit.runner.*'","Code Style","UnnecessaryImport"
"3","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","4","31","Unused import 'org.mockito.*'","Code Style","UnnecessaryImport"
"4","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","4","32","Unused import 'org.mockito.invocation.*'","Code Style","UnnecessaryImport"
"5","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","4","33","Unused import 'org.mockito.stubbing.*'","Code Style","UnnecessaryImport"
"6","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","4","34","Unused import 'org.robolectric.*'","Code Style","UnnecessaryImport"
"7","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","4","35","Unused import 'org.robolectric.annotation.*'","Code Style","UnnecessaryImport"
"8","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","3","56","Perhaps 'mSourceBitmap' could be replaced by a local variable.","Design","SingularField"
"9","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","3","57","Perhaps 'mSourceCloseableStaticBitmap' could be replaced by a local variable.","Design","SingularField"
"10","com.facebook.imagepipeline.producers","C:\MetricsTest\fresco-main\animated-base\src\test\java\com\facebook\imagepipeline\producers\AnimatedSingleUsePostprocessorProducerTest.java","3","59","Perhaps 'mDestinationBitmap' could be replaced by a local variable.","Design","SingularField"
"1","com.facebook.fresco.animation.backend","C:\MetricsTest\fresco-main\animated-drawable\src\main\java\com\facebook\fresco\animation\backend\AnimationBackendDelegateWithInactivityCheck.java","1","30","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.fresco.animation.drawable","C:\MetricsTest\fresco-main\animated-drawable\src\main\java\com\facebook\fresco\animation\drawable\AnimatedDrawable2.java","2","61","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","com.facebook.fresco.animation.drawable","C:\MetricsTest\fresco-main\animated-drawable\src\main\java\com\facebook\fresco\animation\drawable\AnimatedDrawable2.java","2","79","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"3","com.facebook.fresco.animation.drawable","C:\MetricsTest\fresco-main\animated-drawable\src\main\java\com\facebook\fresco\animation\drawable\AnimatedDrawable2.java","2","80","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"1","com.facebook.fresco.animation.backend","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\backend\AnimationBackendDelegateWithInactivityCheckTest.java","3","27","Perhaps 'mAnimationBackend' could be replaced by a local variable.","Design","SingularField"
"2","com.facebook.fresco.animation.backend","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\backend\AnimationBackendDelegateWithInactivityCheckTest.java","3","32","Perhaps 'mTestScheduledExecutorService' could be replaced by a local variable.","Design","SingularField"
"1","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\DefaultBitmapFramePreparerTest.java","3","50","Perhaps 'mFakeClock' could be replaced by a local variable.","Design","SingularField"
"2","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\DefaultBitmapFramePreparerTest.java","1","73","The JUnit 4 test method name 'testPrepareFrame_whenBitmapAlreadyCached_thenDoNothing' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"3","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\DefaultBitmapFramePreparerTest.java","1","87","The JUnit 4 test method name 'testPrepareFrame_whenNoBitmapAvailable_thenDoNothing' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\DefaultBitmapFramePreparerTest.java","1","108","The JUnit 4 test method name 'testPrepareFrame_whenReusedBitmapAvailable_thenCacheReusedBitmap' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"5","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\DefaultBitmapFramePreparerTest.java","1","130","The JUnit 4 test method name 'testPrepareFrame_whenPlatformBitmapAvailable_thenCacheCreatedBitmap' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"6","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\DefaultBitmapFramePreparerTest.java","1","154","The JUnit 4 test method name 'testPrepareFrame_whenReusedAndPlatformBitmapAvailable_thenCacheReusedBitmap' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"7","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\DefaultBitmapFramePreparerTest.java","1","179","The JUnit 4 test method name 'testPrepareFrame_whenRenderingFails_thenDoNothing' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\FixedNumberBitmapFramePreparationStrategyTest.java","1","53","The JUnit 4 test method name 'testPrepareFrames_FromFirstFrame' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"2","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\FixedNumberBitmapFramePreparationStrategyTest.java","1","60","The JUnit 4 test method name 'testPrepareFrames_FromLastFrame' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"3","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\FixedNumberBitmapFramePreparationStrategyTest.java","1","67","The JUnit 4 test method name 'testPrepareFrames_ExactlyLastFrames' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\FixedNumberBitmapFramePreparationStrategyTest.java","1","74","The JUnit 4 test method name 'testPrepareFrames_FrameOverflow' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"5","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\FixedNumberBitmapFramePreparationStrategyTest.java","1","81","The JUnit 4 test method name 'testPrepareFrames_FromFirstFrame_WhenBitmapFramePreparerAlwaysFails' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"6","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\FixedNumberBitmapFramePreparationStrategyTest.java","1","91","The JUnit 4 test method name 'testPrepareFrames_FromFirstFrame_WhenBitmapFramePreparerFailsForSelectedFrames' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"7","com.facebook.fresco.animation.bitmap.preparation","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\bitmap\preparation\FixedNumberBitmapFramePreparationStrategyTest.java","1","103","The JUnit 4 test method name 'testPrepareFrames_onAnimationLoadedIsTrigger_WhenFramesAreLoaded' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","1","133","The JUnit 4 test method name 'testGetFrameNumberToRender_whenNoFrames_thenReturnFirstFrame' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"2","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","1","142","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"3","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","3","193","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"4","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","3","196","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"5","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","3","199","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"6","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","3","217","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"7","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","3","220","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"8","com.facebook.fresco.animation.frame","C:\MetricsTest\fresco-main\animated-drawable\src\test\java\com\facebook\fresco\animation\frame\DropFramesFrameSchedulerTest.java","3","223","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.animated.giflite","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\GifDecoder.java","1","56","The local variable name 'N' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1","com.facebook.animated.giflite.decoder","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\decoder\GifMetadataDecoder.java","1","19","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.animated.giflite.decoder","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\decoder\GifMetadataDecoder.java","1","211","The local variable name 'N' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"3","com.facebook.animated.giflite.decoder","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\decoder\GifMetadataDecoder.java","3","288","Check the value returned by the skip() method of an InputStream to see if the requested number of bytes has been skipped.","Error Prone","CheckSkipResult"
"4","com.facebook.animated.giflite.decoder","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\decoder\GifMetadataDecoder.java","3","300","Check the value returned by the skip() method of an InputStream to see if the requested number of bytes has been skipped.","Error Prone","CheckSkipResult"
"1","com.facebook.animated.giflite.draw","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\draw\MovieAnimatedImage.java","1","44","The local variable name 'N' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"2","com.facebook.animated.giflite.draw","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\draw\MovieAnimatedImage.java","3","51","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.animated.giflite.draw","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\draw\MovieFrame.java","3","45","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.animated.giflite.draw","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\draw\MovieScaleHolder.java","4","72","Useless parentheses.","Code Style","UselessParentheses"
"2","com.facebook.animated.giflite.draw","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\draw\MovieScaleHolder.java","4","73","Useless parentheses.","Code Style","UselessParentheses"
"1","com.facebook.animated.giflite.drawable","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\drawable\GifAnimationBackend.java","1","24","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.animated.giflite.drawable","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\drawable\GifAnimationBackend.java","3","34","Ensure that resources like this InputStream object are closed after use","Error Prone","CloseResource"
"3","com.facebook.animated.giflite.drawable","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\drawable\GifAnimationBackend.java","4","187","Useless parentheses.","Code Style","UselessParentheses"
"4","com.facebook.animated.giflite.drawable","C:\MetricsTest\fresco-main\animated-gif-lite\src\main\java\com\facebook\animated\giflite\drawable\GifAnimationBackend.java","4","188","Useless parentheses.","Code Style","UselessParentheses"
"1","com.facebook.animated.gif","C:\MetricsTest\fresco-main\animated-gif\src\main\java\com\facebook\animated\gif\GifImage.java","2","36","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","com.facebook.animated.gif","C:\MetricsTest\fresco-main\animated-gif\src\main\java\com\facebook\animated\gif\GifImage.java","4","122","Unnecessary qualifier 'GifImage': 'createFromNativeMemory' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.facebook.animated.gif","C:\MetricsTest\fresco-main\animated-gif\src\main\java\com\facebook\animated\gif\GifImage.java","4","127","Unnecessary qualifier 'GifImage': 'createFromByteBuffer' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.facebook.animated.gif","C:\MetricsTest\fresco-main\animated-gif\src\main\java\com\facebook\animated\gif\GifImage.java","3","131","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"1","com.facebook.imagepipeline.animated.factory","C:\MetricsTest\fresco-main\animated-gif\src\test\java\com\facebook\imagepipeline\animated\factory\AnimatedImageFactoryGifImplTest.java","3","70","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"2","com.facebook.imagepipeline.animated.factory","C:\MetricsTest\fresco-main\animated-gif\src\test\java\com\facebook\imagepipeline\animated\factory\AnimatedImageFactoryGifImplTest.java","3","77","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.animated.webp","C:\MetricsTest\fresco-main\animated-webp\src\main\java\com\facebook\animated\webp\WebPImage.java","3","43","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"2","com.facebook.animated.webp","C:\MetricsTest\fresco-main\animated-webp\src\main\java\com\facebook\animated\webp\WebPImage.java","4","118","Unnecessary qualifier 'WebPImage': 'createFromNativeMemory' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.facebook.animated.webp","C:\MetricsTest\fresco-main\animated-webp\src\main\java\com\facebook\animated\webp\WebPImage.java","4","123","Unnecessary qualifier 'WebPImage': 'createFromByteBuffer' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.facebook.animated.webpdrawable","C:\MetricsTest\fresco-main\animated-webp\src\main\java\com\facebook\animated\webpdrawable\WebpAnimationBackend.java","1","28","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.animated.webpdrawable","C:\MetricsTest\fresco-main\animated-webp\src\main\java\com\facebook\animated\webpdrawable\WebpAnimationBackend.java","3","40","Ensure that resources like this InputStream object are closed after use","Error Prone","CloseResource"
"1","com.facebook.imagepipeline.animated.factory","C:\MetricsTest\fresco-main\animated-webp\src\test\java\com\facebook\imagepipeline\animated\factory\AnimatedImageFactoryWebPImplTest.java","3","70","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"2","com.facebook.imagepipeline.animated.factory","C:\MetricsTest\fresco-main\animated-webp\src\test\java\com\facebook\imagepipeline\animated\factory\AnimatedImageFactoryWebPImplTest.java","3","77","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.drawee.backends.pipeline","C:\MetricsTest\fresco-main\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\DraweeConfig.java","1","23","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.drawee.backends.pipeline","C:\MetricsTest\fresco-main\drawee-backends\drawee-pipeline\src\main\java\com\facebook\drawee\backends\pipeline\Fresco.java","1","29","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
