"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4","com.facebook.drawee.view","C:\MetricsTest\fresco-main\drawee\src\test\java\com\facebook\drawee\view\MultiDraweeHolderTest.java","1","88","The JUnit 4 test method name 'testClear_Attached' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"5","com.facebook.drawee.view","C:\MetricsTest\fresco-main\drawee\src\test\java\com\facebook\drawee\view\MultiDraweeHolderTest.java","1","102","The JUnit 4 test method name 'testAdd_Detached' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"6","com.facebook.drawee.view","C:\MetricsTest\fresco-main\drawee\src\test\java\com\facebook\drawee\view\MultiDraweeHolderTest.java","1","126","The JUnit 4 test method name 'testAdd_Attached' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"7","com.facebook.drawee.view","C:\MetricsTest\fresco-main\drawee\src\test\java\com\facebook\drawee\view\MultiDraweeHolderTest.java","1","149","The JUnit 4 test method name 'testRemove_Detached' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"8","com.facebook.drawee.view","C:\MetricsTest\fresco-main\drawee\src\test\java\com\facebook\drawee\view\MultiDraweeHolderTest.java","1","166","The JUnit 4 test method name 'testRemove_attached' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\ActivityListener.java","3","19","Unnecessary modifiers 'static final' on field 'MIN_PRIORITY': the field is declared in an interface type","Code Style","UnnecessaryModifier"
"2","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\ActivityListener.java","3","20","Unnecessary modifiers 'static final' on field 'MAX_PRIORITY': the field is declared in an interface type","Code Style","UnnecessaryModifier"
"1","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\ActivityListenerManager.java","3","25","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\BaseActivityListener.java","3","17","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"2","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\BaseActivityListener.java","3","20","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"3","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\BaseActivityListener.java","3","23","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"4","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\BaseActivityListener.java","3","26","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"5","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\BaseActivityListener.java","3","34","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"6","com.facebook.common.activitylistener","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\activitylistener\BaseActivityListener.java","3","37","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.common.callercontext","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\callercontext\ContextChain.java","4","188","Useless parentheses.","Code Style","UselessParentheses"
"1","com.facebook.common.disk","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\disk\NoOpDiskTrimmableRegistry.java","1","15","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.common.disk","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\disk\NoOpDiskTrimmableRegistry.java","3","28","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"3","com.facebook.common.disk","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\disk\NoOpDiskTrimmableRegistry.java","3","31","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\CallerThreadExecutor.java","1","34","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\ConstrainedExecutorService.java","2","32","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"2","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\ConstrainedExecutorService.java","1","163","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\HandlerExecutorServiceImpl.java","3","77","This statement should have braces","Code Style","ControlStatementBraces"
"2","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\HandlerExecutorServiceImpl.java","3","85","This statement should have braces","Code Style","ControlStatementBraces"
"1","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\ScheduledFutureImpl.java","3","24","Avoid unused private fields such as 'mHandler'.","Best Practices","UnusedPrivateField"
"1","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\StatefulRunnable.java","3","72","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"2","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\StatefulRunnable.java","3","79","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"3","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\StatefulRunnable.java","3","82","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"4","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\StatefulRunnable.java","3","89","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\UiThreadImmediateExecutorService.java","1","23","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.common.executors","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\executors\UiThreadImmediateExecutorService.java","3","31","Singleton is not thread safe","Multithreading","NonThreadSafeSingleton"
"1","com.facebook.common.file","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\file\FileTree.java","3","19","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","com.facebook.common.file","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\file\FileUtils.java","3","17","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\AndroidPredicates.java","1","14","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\AndroidPredicates.java","1","18","The static method name 'True' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"3","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\AndroidPredicates.java","1","27","The static method name 'False' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ByteStreams.java","3","148","Ensure that resources like this FastByteArrayOutputStream object are closed after use","Error Prone","CloseResource"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Files.java","1","35","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableList.java","1","20","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableList.java","3","30","Avoid using implementation types like 'ImmutableList'; use the interface instead","Best Practices","LooseCoupling"
"3","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableList.java","3","34","Avoid using implementation types like 'ImmutableList'; use the interface instead","Best Practices","LooseCoupling"
"4","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableList.java","3","35","Avoid using implementation types like 'ImmutableList'; use the interface instead","Best Practices","LooseCoupling"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableMap.java","1","22","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableMap.java","3","87","Avoid using implementation types like 'ImmutableMap'; use the interface instead","Best Practices","LooseCoupling"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableSet.java","1","20","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableSet.java","3","27","Avoid using implementation types like 'ImmutableSet'; use the interface instead","Best Practices","LooseCoupling"
"3","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableSet.java","3","31","Avoid using implementation types like 'ImmutableSet'; use the interface instead","Best Practices","LooseCoupling"
"4","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\ImmutableSet.java","3","32","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Objects.java","3","53","Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","40","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"2","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","51","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"3","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","52","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"4","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","68","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"5","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","79","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"6","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","92","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"7","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","93","Avoid using implementation types like 'HashSet'; use the interface instead","Best Practices","LooseCoupling"
"8","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","4","108","Unnecessary qualifier 'Sets': 'newSetFromMap' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","153","Avoid using implementation types like 'CopyOnWriteArraySet'; use the interface instead","Best Practices","LooseCoupling"
"10","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Sets.java","3","162","Avoid using implementation types like 'LinkedHashSet'; use the interface instead","Best Practices","LooseCoupling"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Suppliers.java","3","14","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Throwables.java","4","119","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"2","com.facebook.common.internal","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\internal\Throwables.java","4","119","Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"1","com.facebook.common.logging","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\logging\FLog.java","3","15","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","com.facebook.common.logging","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\logging\FLogDefaultLoggingDelegate.java","1","15","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.common.media","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\media\MimeTypeMapWrapper.java","3","15","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","com.facebook.common.memory","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\memory\MemoryTrimType.java","3","51","Unnecessary modifier 'private' on constructor 'MemoryTrimType(double)': enum constructors are implicitly private","Code Style","UnnecessaryModifier"
"1","com.facebook.common.memory","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\memory\NoOpMemoryTrimmableRegistry.java","3","14","Avoid unnecessary constructors - the compiler will generate these for you","Code Style","UnnecessaryConstructor"
"2","com.facebook.common.memory","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\memory\NoOpMemoryTrimmableRegistry.java","3","14","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"3","com.facebook.common.memory","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\memory\NoOpMemoryTrimmableRegistry.java","3","24","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"4","com.facebook.common.memory","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\memory\NoOpMemoryTrimmableRegistry.java","3","27","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\CloseableReference.java","3","113","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\CloseableReference.java","3","223","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"3","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\CloseableReference.java","3","252","The method 'clone()' is missing an @Override annotation.","Best Practices","MissingOverride"
"4","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\CloseableReference.java","1","339","Return an empty collection rather than null.","Error Prone","ReturnEmptyCollectionRatherThanNull"
"5","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\CloseableReference.java","3","342","Ensure that resources like this CloseableReference<T> object are closed after use","Error Prone","CloseResource"
"6","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\CloseableReference.java","4","343","Unnecessary qualifier 'CloseableReference': 'cloneOrNull' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\CloseableReference.java","3","366","Ensure that resources like this CloseableReference<?> object are closed after use","Error Prone","CloseResource"
"1","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\DefaultCloseableReference.java","2","36","Object clone() should be implemented with super.clone()","Error Prone","ProperCloneImplementation"
"2","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\DefaultCloseableReference.java","3","36","The return type of the clone() method must be the class name when implements Cloneable","Error Prone","CloneMethodReturnTypeMustMatchClassName"
"3","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\DefaultCloseableReference.java","3","36","clone() method should be implemented only if implementing Cloneable interface","Error Prone","CloneMethodMustImplementCloneable"
"1","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\FinalizerCloseableReference.java","3","28","The return type of the clone() method must be the class name when implements Cloneable","Error Prone","CloneMethodReturnTypeMustMatchClassName"
"2","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\FinalizerCloseableReference.java","3","28","clone() method should be implemented only if implementing Cloneable interface","Error Prone","CloneMethodMustImplementCloneable"
"1","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\NoOpCloseableReference.java","3","20","The return type of the clone() method must be the class name when implements Cloneable","Error Prone","CloneMethodReturnTypeMustMatchClassName"
"2","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\NoOpCloseableReference.java","3","20","clone() method should be implemented only if implementing Cloneable interface","Error Prone","CloneMethodMustImplementCloneable"
"1","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\OOMSoftReference.java","4","54","Useless parentheses.","Code Style","UselessParentheses"
"1","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\RefCountCloseableReference.java","2","33","Object clone() should be implemented with super.clone()","Error Prone","ProperCloneImplementation"
"2","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\RefCountCloseableReference.java","3","33","The return type of the clone() method must be the class name when implements Cloneable","Error Prone","CloneMethodReturnTypeMustMatchClassName"
"3","com.facebook.common.references","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\references\RefCountCloseableReference.java","3","33","clone() method should be implemented only if implementing Cloneable interface","Error Prone","CloneMethodMustImplementCloneable"
"1","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","3","43","Unnecessary semicolon","Code Style","UnnecessarySemicolon"
"2","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","2","63","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"3","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","2","64","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"4","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","2","66","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"5","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","2","67","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"6","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","2","73","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"7","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","3","128","This if statement can be replaced by `return !{condition} && {thenBranch};`","Design","SimplifyBooleanReturns"
"8","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","4","149","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"9","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","4","177","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"10","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","4","205","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"11","com.facebook.common.statfs","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\statfs\StatFsHelper.java","3","310","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"1","com.facebook.common.time","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\time\AwakeTimeSinceBootClock.java","1","20","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","com.facebook.common.time","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\time\AwakeTimeSinceBootClock.java","4","39","Unnecessary qualifier 'java.lang': 'System' is already in scope because it is declared in java.lang","Code Style","UnnecessaryFullyQualifiedName"
"1","com.facebook.common.time","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\time\CurrentThreadTimeClock.java","3","19","Avoid unnecessary constructors - the compiler will generate these for you","Code Style","UnnecessaryConstructor"
"2","com.facebook.common.time","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\time\CurrentThreadTimeClock.java","3","19","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"1","com.facebook.common.time","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\time\MonotonicClock.java","3","53","Unnecessary modifiers 'public static' on class 'MonotonicClockWrapper': the class is declared in an interface type","Code Style","UnnecessaryModifier"
"1","com.facebook.common.time","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\time\RealtimeSinceBootClock.java","1","24","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.common.time","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\time\SystemClock.java","1","14","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\ByteConstants.java","1","13","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\HashCodeUtil.java","3","19","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\HashCodeUtil.java","3","86","Consider simply returning the value vs storing it in local variable 'acc'","Code Style","UnnecessaryLocalBeforeReturn"
"1","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\Hex.java","3","22","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\Hex.java","3","76","This for loop can be replaced by a foreach loop","Best Practices","ForLoopCanBeForeach"
"3","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\Hex.java","3","136","Consider simply returning the value vs storing it in local variable 'data'","Code Style","UnnecessaryLocalBeforeReturn"
"1","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\SecureHashUtil.java","3","20","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\SecureHashUtil.java","3","90","'catch' branch identical to 'NoSuchAlgorithmException' branch","Code Style","IdenticalCatchBranches"
"3","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\SecureHashUtil.java","3","109","'catch' branch identical to 'NoSuchAlgorithmException' branch","Code Style","IdenticalCatchBranches"
"1","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\StreamUtil.java","3","19","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\StreamUtil.java","2","79","Avoid using a branching statement as the last in a loop.","Error Prone","AvoidBranchingStatementAsLastInLoop"
"1","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\TriState.java","4","50","Unnecessary qualifier 'TriState': 'UNSET' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.facebook.common.util","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\util\UriUtil.java","3","29","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","com.facebook.common.webp","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\webp\WebpBitmapFactory.java","1","53","Final parameter in abstract method","Code Style","FinalParameterInAbstractMethod"
"1","com.facebook.common.webp","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\webp\WebpSupportStatus.java","3","18","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","com.facebook.common.webp","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\webp\WebpSupportStatus.java","3","37","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","com.facebook.common.webp","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\webp\WebpSupportStatus.java","3","37","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"4","com.facebook.common.webp","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\common\webp\WebpSupportStatus.java","3","124","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"1","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\AbstractDataSource.java","3","62","Avoid using implementation types like 'ConcurrentLinkedQueue'; use the interface instead","Best Practices","LooseCoupling"
"2","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\AbstractDataSource.java","2","64","Use of modifier volatile is not recommended.","Multithreading","AvoidUsingVolatile"
"3","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\AbstractDataSource.java","3","315","Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"1","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\BaseBooleanSubscriber.java","3","52","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"2","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\BaseBooleanSubscriber.java","3","55","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\BaseDataSubscriber.java","3","69","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"2","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\BaseDataSubscriber.java","3","72","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","com.facebook.datasource","C:\MetricsTest\fresco-main\fbcore\src\main\java\com\facebook\datasource\DataSources.java","1","18","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
