file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\giph\model\GiphyImage.java,org.thoughtcrime.securesms.giph.model.GiphyImage$ImageData,innerclass,1,1,0,1,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,9,0
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\groups\v2\processing\StateChain.java,org.thoughtcrime.securesms.groups.v2.processing.StateChain$StateEquality,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\util\WakeLockUtil.java,org.thoughtcrime.securesms.util.WakeLockUtil,class,7,8,1,7,10,1,0,13,4,0.5,0.33333334,0.33333334,4,4,3,1,0,0,3,0,0,0,1,1,0,1,0,0,1,0,5,48,3,0,2,3,0,6,0,7,5,4,2,0,0,0,52,1,0
C:\MetricsTest\Signal-Android-main\libsignal-service\src\main\java\org\whispersystems\signalservice\api\push\exceptions\CdsiInvalidTokenException.java,org.whispersystems.signalservice.api.push.exceptions.CdsiInvalidTokenException,class,1,2,1,1,1,5,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1,0
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\contactshare\ContactShareEditAdapter.java,org.thoughtcrime.securesms.contactshare.ContactShareEditAdapter$EventListener,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\jobs\BoostReceiptRequestResponseJob.java,org.thoughtcrime.securesms.jobs.BoostReceiptRequestResponseJob,class,33,35,2,33,44,5,0,72,0,0.81578964,0.35714287,0.35714287,18,5,6,10,2,0,8,0,0,0,19,12,1,18,0,0,17,0,13,253,13,0,9,2,1,32,12,60,6,49,2,0,2,0,218,1,0
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\conversationlist\ConversationListAdapter.java,org.thoughtcrime.securesms.conversationlist.ConversationListAdapter$ConversationDiffCallback,innerclass,3,3,0,3,3,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,10,26,0
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\components\webrtc\WebRtcCallViewModel.java,org.thoughtcrime.securesms.components.webrtc.WebRtcCallViewModel$Event$ShowGroupCallSafetyNumberChange,innerclass,3,3,0,3,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,9,0
C:\MetricsTest\Signal-Android-main\libsignal-service\src\main\java\org\whispersystems\signalservice\api\messages\multidevice\DeviceContactsOutputStream.java,org.whispersystems.signalservice.api.messages.multidevice.DeviceContactsOutputStream,class,10,11,1,10,17,2,0,53,10,0.0,0.0,0.0,5,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,7,0,5,2,0,0,0,22,1,0
C:\MetricsTest\Signal-Android-main\app\src\main\java\org\thoughtcrime\securesms\keyvalue\SignalStoreValues.java,org.thoughtcrime.securesms.keyvalue.SignalStoreValues,class,10,27,17,10,24,1,16,30,0,0.23809524,0.5714286,0.5714286,21,0,0,0,0,21,21,2,0,0,1,0,0,1,0,0,1,0,3,78,11,0,2,1,0,0,0,4,0,4,1,0,0,0,41,1024,0
